ITEM_KEY,CURRENT_ITEM_NAME,CURRENT_ITEM_CATEGORY,FIRST_OBSERVED_CUSTOMERS_BUYING_PROMO_ITEM,PROMO_UNITS_ON_FIRST_PURCHASES,ELIGIBLE_30D_CUSTOMERS,RETURNED_WITHIN_30D_CUSTOMERS,RETURN_30D_RATE_PCT
b9c5d856f0380ca92e558a81c1a0c686,"Ritter Sport Honey-Salt-Almond Chocolate, 100 g",Chocolate,8,8,8,7,87.50
