PROMO_FIRST_CUSTOMERS,MIXED_FIRST_BASKET_CUSTOMERS,REPEAT_CUSTOMERS,REPEAT_CUSTOMERS_BUYING_NONPROMO,REPEAT_CUSTOMERS_ONLY_PROMO_AFTER_FIRST,PROMO_UNIT_SHARE_ALL_2023_PCT,PROMO_UNIT_SHARE_AFTER_FIRST_PCT
44,26,44,44,0,7.73,6.46
