PURCHASES,CUSTOMERS,MERCHANDISE_REVENUE,SERVICE_FEE_REVENUE,GROSS_ORDER_REVENUE,COURIER_COST,AVG_BASKET_VALUE,AVG_DELIVERY_DISTANCE_KM,FIRST_OBSERVED_PURCHASES,REPEAT_PURCHASES,RAPID_REPEAT_CANDIDATES,RAPID_REPEAT_CANDIDATE_SHARE_PCT
94822,2001,427691.48,132486.20,560177.68,178937.61,4.51,3.48,2001,92821,8399,8.86
