PROMO_TYPE,FIRST_OBSERVED_CUSTOMERS,PROMO_UNITS_ON_FIRST_PURCHASES,ELIGIBLE_30D_CUSTOMERS,RETURNED_WITHIN_30D_CUSTOMERS
discount,44,48,44,36
